device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-04;2024-07;luminosidade;;;
sirrosteste_UCS_AMV-04;2024-07;ruido;;;
sirrosteste_UCS_AMV-04;2024-07;temperatura;;;
sirrosteste_UCS_AMV-04;2024-07;umidade;;;
sirrosteste_UCS_AMV-05;2024-07;eco2;11.0;0.002;0.0
sirrosteste_UCS_AMV-05;2024-07;etvoc;479.0;403.765;401.0
sirrosteste_UCS_AMV-05;2024-07;luminosidade;3157.6;322.396;0.0
sirrosteste_UCS_AMV-05;2024-07;ruido;108.4;71.278;48.1
sirrosteste_UCS_AMV-05;2024-07;temperatura;28.3;12.652;0.2
sirrosteste_UCS_AMV-05;2024-07;umidade;94.5;77.47;23.0
sirrosteste_UCS_AMV-06;2024-07;eco2;0.0;0.0;0.0
sirrosteste_UCS_AMV-06;2024-07;etvoc;400.0;400.0;400.0
sirrosteste_UCS_AMV-06;2024-07;luminosidade;1284.3;88.957;0.5
sirrosteste_UCS_AMV-06;2024-07;ruido;120.0;83.981;58.2
sirrosteste_UCS_AMV-06;2024-07;temperatura;25.3;13.945;1.7
sirrosteste_UCS_AMV-06;2024-07;umidade;100.0;83.284;35.5
sirrosteste_UCS_AMV-07;2024-07;eco2;;;
sirrosteste_UCS_AMV-07;2024-07;etvoc;;;
sirrosteste_UCS_AMV-07;2024-07;luminosidade;;;
sirrosteste_UCS_AMV-07;2024-07;ruido;;;
sirrosteste_UCS_AMV-07;2024-07;temperatura;;;
sirrosteste_UCS_AMV-07;2024-07;umidade;;;
sirrosteste_UCS_AMV-08;2024-07;eco2;980.0;13.149;0.0
sirrosteste_UCS_AMV-08;2024-07;etvoc;2128.0;419.668;400.0
sirrosteste_UCS_AMV-08;2024-07;luminosidade;8494.5;704.713;0.0
sirrosteste_UCS_AMV-08;2024-07;ruido;106.0;76.972;49.4
sirrosteste_UCS_AMV-08;2024-07;temperatura;29.1;12.77;1.7
sirrosteste_UCS_AMV-08;2024-07;umidade;97.6;77.886;23.0
sirrosteste_UCS_AMV-09;2024-07;eco2;20.0;19.938;0.0
sirrosteste_UCS_AMV-09;2024-07;etvoc;403.0;402.991;400.0
sirrosteste_UCS_AMV-09;2024-07;luminosidade;1995.7;1.081;0.0
sirrosteste_UCS_AMV-09;2024-07;ruido;120.0;86.549;49.2
sirrosteste_UCS_AMV-09;2024-07;temperatura;28.2;14.323;9.0
sirrosteste_UCS_AMV-09;2024-07;umidade;73.5;63.553;39.9
sirrosteste_UCS_AMV-10;2024-07;eco2;1191.0;21.315;0.0
sirrosteste_UCS_AMV-10;2024-07;etvoc;2221.0;493.08;400.0
sirrosteste_UCS_AMV-10;2024-07;luminosidade;107.9;14.585;0.0
sirrosteste_UCS_AMV-10;2024-07;ruido;110.3;72.283;43.8
sirrosteste_UCS_AMV-10;2024-07;temperatura;23.2;12.43;2.9
sirrosteste_UCS_AMV-10;2024-07;umidade;99.9;78.021;35.0
sirrosteste_UCS_AMV-11;2024-07;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-11;2024-07;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-11;2024-07;luminosidade;5926.7;590.684;0.0
sirrosteste_UCS_AMV-11;2024-07;ruido;120.0;72.792;46.9
sirrosteste_UCS_AMV-11;2024-07;temperatura;16.6;16.6;16.6
sirrosteste_UCS_AMV-11;2024-07;umidade;98.2;98.199;96.1
sirrosteste_UCS_AMV-12;2024-07;eco2;1194.0;99.805;0.0
sirrosteste_UCS_AMV-12;2024-07;etvoc;2226.0;673.863;400.0
sirrosteste_UCS_AMV-12;2024-07;luminosidade;4802.0;129.046;0.0
sirrosteste_UCS_AMV-12;2024-07;ruido;120.0;84.3;52.6
sirrosteste_UCS_AMV-12;2024-07;temperatura;37.9;12.397;0.6
sirrosteste_UCS_AMV-12;2024-07;umidade;90.7;73.066;22.0
sirrosteste_UCS_AMV-13;2024-07;eco2;0.0;0.0;0.0
sirrosteste_UCS_AMV-13;2024-07;etvoc;407.0;402.5;400.0
sirrosteste_UCS_AMV-13;2024-07;luminosidade;838.8;830.525;825.6
sirrosteste_UCS_AMV-13;2024-07;ruido;93.5;86.3;81.3
sirrosteste_UCS_AMV-13;2024-07;temperatura;24.6;24.525;24.4
sirrosteste_UCS_AMV-13;2024-07;umidade;48.3;48.125;47.9
sirrosteste_UCS_AMV-14;2024-07;eco2;1197.0;356.341;0.0
sirrosteste_UCS_AMV-14;2024-07;etvoc;2227.0;1305.214;400.0
sirrosteste_UCS_AMV-14;2024-07;luminosidade;27306.2;619.516;0.0
sirrosteste_UCS_AMV-14;2024-07;ruido;120.0;73.676;42.7
sirrosteste_UCS_AMV-14;2024-07;temperatura;42.6;15.026;1.7
sirrosteste_UCS_AMV-14;2024-07;umidade;83.8;65.239;13.2
sirrosteste_UCS_AMV-15;2024-07;eco2;;;
sirrosteste_UCS_AMV-15;2024-07;etvoc;;;
sirrosteste_UCS_AMV-15;2024-07;luminosidade;;;
sirrosteste_UCS_AMV-15;2024-07;ruido;;;
sirrosteste_UCS_AMV-15;2024-07;temperatura;;;
sirrosteste_UCS_AMV-15;2024-07;umidade;;;
sirrosteste_UCS_AMV-16;2024-07;eco2;286.0;13.08;0.0
sirrosteste_UCS_AMV-16;2024-07;etvoc;1641.0;408.639;400.0
sirrosteste_UCS_AMV-16;2024-07;luminosidade;9262.7;706.959;0.0
sirrosteste_UCS_AMV-16;2024-07;ruido;107.7;75.586;48.2
sirrosteste_UCS_AMV-16;2024-07;temperatura;32.1;11.176;0.3
sirrosteste_UCS_AMV-16;2024-07;umidade;100.0;85.756;27.3
sirrosteste_UCS_AMV-17;2024-07;eco2;1194.0;323.293;0.0
sirrosteste_UCS_AMV-17;2024-07;etvoc;2224.0;1081.957;400.0
sirrosteste_UCS_AMV-17;2024-07;luminosidade;110.3;6.276;-1.0
sirrosteste_UCS_AMV-17;2024-07;ruido;106.5;76.436;46.8
sirrosteste_UCS_AMV-17;2024-07;temperatura;26.0;11.712;1.4
sirrosteste_UCS_AMV-17;2024-07;umidade;92.6;75.824;31.9
sirrosteste_UCS_AMV-18;2024-07;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-18;2024-07;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-18;2024-07;luminosidade;4199.3;454.142;1.0
sirrosteste_UCS_AMV-18;2024-07;ruido;114.3;83.446;48.8
sirrosteste_UCS_AMV-18;2024-07;temperatura;20.3;8.27;2.4
sirrosteste_UCS_AMV-18;2024-07;umidade;99.8;95.872;75.5
sirrosteste_UCS_AMV-19;2024-07;eco2;109.0;9.086;0.0
sirrosteste_UCS_AMV-19;2024-07;etvoc;1119.0;447.07;400.0
sirrosteste_UCS_AMV-19;2024-07;luminosidade;485.9;78.732;0.0
sirrosteste_UCS_AMV-19;2024-07;ruido;104.8;71.954;43.8
sirrosteste_UCS_AMV-19;2024-07;temperatura;24.8;19.113;8.2
sirrosteste_UCS_AMV-19;2024-07;umidade;98.4;87.192;56.6
sirrosteste_UCS_AMV-20;2024-07;eco2;19.0;0.045;0.0
sirrosteste_UCS_AMV-20;2024-07;etvoc;533.0;400.339;400.0
sirrosteste_UCS_AMV-20;2024-07;luminosidade;3596.4;424.584;2.8
sirrosteste_UCS_AMV-20;2024-07;ruido;120.0;74.564;51.7
sirrosteste_UCS_AMV-20;2024-07;temperatura;24.8;12.079;7.0
sirrosteste_UCS_AMV-20;2024-07;umidade;92.0;75.206;40.6
sirrosteste_UCS_AMV-21;2024-07;eco2;;;
sirrosteste_UCS_AMV-21;2024-07;etvoc;;;
sirrosteste_UCS_AMV-21;2024-07;luminosidade;;;
sirrosteste_UCS_AMV-21;2024-07;ruido;;;
sirrosteste_UCS_AMV-21;2024-07;temperatura;;;
sirrosteste_UCS_AMV-21;2024-07;umidade;;;
sirrosteste_UCS_AMV-22;2024-07;eco2;1183.0;157.938;0.0
sirrosteste_UCS_AMV-22;2024-07;etvoc;2218.0;996.241;400.0
sirrosteste_UCS_AMV-22;2024-07;luminosidade;7213.8;157.372;-1.0
sirrosteste_UCS_AMV-22;2024-07;ruido;114.7;71.915;55.0
sirrosteste_UCS_AMV-22;2024-07;temperatura;27.0;16.419;14.3
sirrosteste_UCS_AMV-22;2024-07;umidade;92.9;65.484;43.8
sirrosteste_UCS_AMV-23;2024-07;eco2;1127.0;24.89;0.0
sirrosteste_UCS_AMV-23;2024-07;etvoc;2194.0;445.218;400.0
sirrosteste_UCS_AMV-23;2024-07;luminosidade;1910.9;237.623;0.0
sirrosteste_UCS_AMV-23;2024-07;ruido;111.0;76.918;45.1
sirrosteste_UCS_AMV-23;2024-07;temperatura;28.3;9.813;0.9
sirrosteste_UCS_AMV-23;2024-07;umidade;100.0;91.316;37.8
Bento - Igreja Cristo Rei (15);2024-08;eco2;;;
Bento - Igreja Cristo Rei (15);2024-08;etvoc;;;
Bento - Igreja Cristo Rei (15);2024-08;luminosidade;;;
Bento - Igreja Cristo Rei (15);2024-08;ruido;;;
Bento - Igreja Cristo Rei (15);2024-08;temperatura;;;
Bento - Igreja Cristo Rei (15);2024-08;umidade;;;
Bento - Igreja São Bento (18);2024-08;eco2;;;
Bento - Igreja São Bento (18);2024-08;etvoc;;;
Bento - Igreja São Bento (18);2024-08;luminosidade;;;
Bento - Igreja São Bento (18);2024-08;ruido;;;
Bento - Igreja São Bento (18);2024-08;temperatura;;;
Bento - Igreja São Bento (18);2024-08;umidade;;;
Bento - UPA Zona Sul (08);2024-08;eco2;;;
Bento - UPA Zona Sul (08);2024-08;etvoc;;;
Bento - UPA Zona Sul (08);2024-08;luminosidade;;;
Bento - UPA Zona Sul (08);2024-08;ruido;;;
Bento - UPA Zona Sul (08);2024-08;temperatura;;;
Bento - UPA Zona Sul (08);2024-08;umidade;;;
Canela - CIT (12);2024-08;eco2;;;
Canela - CIT (12);2024-08;etvoc;;;
Canela - CIT (12);2024-08;luminosidade;;;
Canela - CIT (12);2024-08;ruido;;;
Canela - CIT (12);2024-08;temperatura;;;
Canela - CIT (12);2024-08;umidade;;;
Canela - Distrito Industrial (14);2024-08;eco2;;;
Canela - Distrito Industrial (14);2024-08;etvoc;;;
Canela - Distrito Industrial (14);2024-08;luminosidade;;;
Canela - Distrito Industrial (14);2024-08;ruido;;;
Canela - Distrito Industrial (14);2024-08;temperatura;;;
Canela - Distrito Industrial (14);2024-08;umidade;;;
Caxias - Praça Dante (06);2024-08;eco2;;;
Caxias - Praça Dante (06);2024-08;etvoc;;;
Caxias - Praça Dante (06);2024-08;luminosidade;;;
Caxias - Praça Dante (06);2024-08;ruido;;;
Caxias - Praça Dante (06);2024-08;temperatura;;;
Caxias - Praça Dante (06);2024-08;umidade;;;
Caxias - UBS São José (05);2024-08;eco2;;;
Caxias - UBS São José (05);2024-08;etvoc;;;
Caxias - UBS São José (05);2024-08;luminosidade;;;
Caxias - UBS São José (05);2024-08;ruido;;;
Caxias - UBS São José (05);2024-08;temperatura;;;
Caxias - UBS São José (05);2024-08;umidade;;;
Gramado - Prefeitura (22);2024-08;eco2;;;
Gramado - Prefeitura (22);2024-08;etvoc;;;
Gramado - Prefeitura (22);2024-08;luminosidade;;;
Gramado - Prefeitura (22);2024-08;ruido;;;
Gramado - Prefeitura (22);2024-08;temperatura;;;
Gramado - Prefeitura (22);2024-08;umidade;;;
Sao Chico - Antiga Seplan (16);2024-08;eco2;;;
Sao Chico - Antiga Seplan (16);2024-08;etvoc;;;
Sao Chico - Antiga Seplan (16);2024-08;luminosidade;;;
Sao Chico - Antiga Seplan (16);2024-08;ruido;;;
Sao Chico - Antiga Seplan (16);2024-08;temperatura;;;
Sao Chico - Antiga Seplan (16);2024-08;umidade;;;
São Chico - Biblioteca Pública (20);2024-08;eco2;;;
São Chico - Biblioteca Pública (20);2024-08;etvoc;;;
São Chico - Biblioteca Pública (20);2024-08;luminosidade;;;
São Chico - Biblioteca Pública (20);2024-08;ruido;;;
São Chico - Biblioteca Pública (20);2024-08;temperatura;;;
São Chico - Biblioteca Pública (20);2024-08;umidade;;;
São Chico - Escola (21);2024-08;eco2;;;
São Chico - Escola (21);2024-08;etvoc;;;
São Chico - Escola (21);2024-08;luminosidade;;;
São Chico - Escola (21);2024-08;ruido;;;
São Chico - Escola (21);2024-08;temperatura;;;
São Chico - Escola (21);2024-08;umidade;;;
sirrosteste_UCS_AMV-01;2024-08;eco2;;;
sirrosteste_UCS_AMV-01;2024-08;etvoc;;;
sirrosteste_UCS_AMV-01;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-01;2024-08;ruido;;;
sirrosteste_UCS_AMV-01;2024-08;temperatura;;;
sirrosteste_UCS_AMV-01;2024-08;umidade;;;
sirrosteste_UCS_AMV-04;2024-08;eco2;;;
sirrosteste_UCS_AMV-04;2024-08;etvoc;;;
sirrosteste_UCS_AMV-04;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-04;2024-08;ruido;;;
sirrosteste_UCS_AMV-04;2024-08;temperatura;;;
sirrosteste_UCS_AMV-04;2024-08;umidade;;;
sirrosteste_UCS_AMV-05;2024-08;eco2;20.0;15.342;0.0
sirrosteste_UCS_AMV-05;2024-08;etvoc;403.0;402.534;401.0
sirrosteste_UCS_AMV-05;2024-08;luminosidade;3444.1;443.105;0.0
sirrosteste_UCS_AMV-05;2024-08;ruido;120.0;72.128;48.2
sirrosteste_UCS_AMV-05;2024-08;temperatura;35.0;15.736;0.4
sirrosteste_UCS_AMV-05;2024-08;umidade;94.6;68.418;26.4
sirrosteste_UCS_AMV-06;2024-08;eco2;0.0;0.0;0.0
sirrosteste_UCS_AMV-06;2024-08;etvoc;400.0;400.0;400.0
sirrosteste_UCS_AMV-06;2024-08;luminosidade;1221.3;91.088;0.3
sirrosteste_UCS_AMV-06;2024-08;ruido;120.0;85.78;68.5
sirrosteste_UCS_AMV-06;2024-08;temperatura;26.6;18.748;12.8
sirrosteste_UCS_AMV-06;2024-08;umidade;99.9;81.263;45.8
sirrosteste_UCS_AMV-07;2024-08;eco2;;;
sirrosteste_UCS_AMV-07;2024-08;etvoc;;;
sirrosteste_UCS_AMV-07;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-07;2024-08;ruido;;;
sirrosteste_UCS_AMV-07;2024-08;temperatura;;;
sirrosteste_UCS_AMV-07;2024-08;umidade;;;
sirrosteste_UCS_AMV-08;2024-08;eco2;184.0;8.361;0.0
sirrosteste_UCS_AMV-08;2024-08;etvoc;1518.0;410.998;403.0
sirrosteste_UCS_AMV-08;2024-08;luminosidade;13997.2;1082.897;0.0
sirrosteste_UCS_AMV-08;2024-08;ruido;112.3;78.439;49.1
sirrosteste_UCS_AMV-08;2024-08;temperatura;35.5;15.419;0.7
sirrosteste_UCS_AMV-08;2024-08;umidade;96.6;70.106;29.4
sirrosteste_UCS_AMV-09;2024-08;eco2;;;
sirrosteste_UCS_AMV-09;2024-08;etvoc;;;
sirrosteste_UCS_AMV-09;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-09;2024-08;ruido;;;
sirrosteste_UCS_AMV-09;2024-08;temperatura;;;
sirrosteste_UCS_AMV-09;2024-08;umidade;;;
sirrosteste_UCS_AMV-10;2024-08;eco2;1165.0;14.576;0.0
sirrosteste_UCS_AMV-10;2024-08;etvoc;2211.0;437.182;400.0
sirrosteste_UCS_AMV-10;2024-08;luminosidade;109.9;17.437;0.0
sirrosteste_UCS_AMV-10;2024-08;ruido;115.2;72.689;43.8
sirrosteste_UCS_AMV-10;2024-08;temperatura;30.3;15.629;2.8
sirrosteste_UCS_AMV-10;2024-08;umidade;96.2;68.063;33.5
sirrosteste_UCS_AMV-11;2024-08;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-11;2024-08;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-11;2024-08;luminosidade;8054.2;754.98;0.0
sirrosteste_UCS_AMV-11;2024-08;ruido;113.4;72.791;46.2
sirrosteste_UCS_AMV-11;2024-08;temperatura;35.0;15.313;2.2
sirrosteste_UCS_AMV-11;2024-08;umidade;98.2;88.686;29.9
sirrosteste_UCS_AMV-12;2024-08;eco2;1194.0;108.886;0.0
sirrosteste_UCS_AMV-12;2024-08;etvoc;2226.0;668.5;401.0
sirrosteste_UCS_AMV-12;2024-08;luminosidade;3236.5;244.736;2.0
sirrosteste_UCS_AMV-12;2024-08;ruido;101.6;77.504;56.1
sirrosteste_UCS_AMV-12;2024-08;temperatura;41.1;19.404;11.7
sirrosteste_UCS_AMV-12;2024-08;umidade;85.3;63.972;27.4
sirrosteste_UCS_AMV-13;2024-08;eco2;;;
sirrosteste_UCS_AMV-13;2024-08;etvoc;;;
sirrosteste_UCS_AMV-13;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-13;2024-08;ruido;;;
sirrosteste_UCS_AMV-13;2024-08;temperatura;;;
sirrosteste_UCS_AMV-13;2024-08;umidade;;;
sirrosteste_UCS_AMV-14;2024-08;eco2;1196.0;320.608;0.0
sirrosteste_UCS_AMV-14;2024-08;etvoc;2226.0;1113.147;400.0
sirrosteste_UCS_AMV-14;2024-08;luminosidade;27306.2;742.224;0.0
sirrosteste_UCS_AMV-14;2024-08;ruido;120.0;74.582;42.6
sirrosteste_UCS_AMV-14;2024-08;temperatura;44.5;18.901;2.5
sirrosteste_UCS_AMV-14;2024-08;umidade;82.3;56.025;10.5
sirrosteste_UCS_AMV-15;2024-08;eco2;;;
sirrosteste_UCS_AMV-15;2024-08;etvoc;;;
sirrosteste_UCS_AMV-15;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-15;2024-08;ruido;;;
sirrosteste_UCS_AMV-15;2024-08;temperatura;;;
sirrosteste_UCS_AMV-15;2024-08;umidade;;;
sirrosteste_UCS_AMV-16;2024-08;eco2;171.0;17.801;0.0
sirrosteste_UCS_AMV-16;2024-08;etvoc;1498.0;411.31;400.0
sirrosteste_UCS_AMV-16;2024-08;luminosidade;14602.4;928.885;0.0
sirrosteste_UCS_AMV-16;2024-08;ruido;120.0;76.96;47.7
sirrosteste_UCS_AMV-16;2024-08;temperatura;60.0;13.901;0.0
sirrosteste_UCS_AMV-16;2024-08;umidade;100.0;79.369;20.7
sirrosteste_UCS_AMV-17;2024-08;eco2;1190.0;179.213;0.0
sirrosteste_UCS_AMV-17;2024-08;etvoc;2222.0;774.929;400.0
sirrosteste_UCS_AMV-17;2024-08;luminosidade;91.9;9.226;-1.0
sirrosteste_UCS_AMV-17;2024-08;ruido;104.2;76.491;45.6
sirrosteste_UCS_AMV-17;2024-08;temperatura;26.4;13.193;0.8
sirrosteste_UCS_AMV-17;2024-08;umidade;91.2;72.652;36.1
sirrosteste_UCS_AMV-18;2024-08;eco2;;;
sirrosteste_UCS_AMV-18;2024-08;etvoc;;;
sirrosteste_UCS_AMV-18;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-18;2024-08;ruido;;;
sirrosteste_UCS_AMV-18;2024-08;temperatura;;;
sirrosteste_UCS_AMV-18;2024-08;umidade;;;
sirrosteste_UCS_AMV-19;2024-08;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-19;2024-08;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-19;2024-08;luminosidade;454.5;78.097;0.0
sirrosteste_UCS_AMV-19;2024-08;ruido;105.4;67.918;44.5
sirrosteste_UCS_AMV-19;2024-08;temperatura;24.3;17.997;12.7
sirrosteste_UCS_AMV-19;2024-08;umidade;89.5;81.445;57.0
sirrosteste_UCS_AMV-20;2024-08;eco2;41.0;6.22;0.0
sirrosteste_UCS_AMV-20;2024-08;etvoc;676.0;401.279;400.0
sirrosteste_UCS_AMV-20;2024-08;luminosidade;5574.2;473.347;0.5
sirrosteste_UCS_AMV-20;2024-08;ruido;120.0;70.725;38.3
sirrosteste_UCS_AMV-20;2024-08;temperatura;3278.3;13.793;0.0
sirrosteste_UCS_AMV-20;2024-08;umidade;95.2;71.783;27.1
sirrosteste_UCS_AMV-21;2024-08;eco2;;;
sirrosteste_UCS_AMV-21;2024-08;etvoc;;;
sirrosteste_UCS_AMV-21;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-21;2024-08;ruido;;;
sirrosteste_UCS_AMV-21;2024-08;temperatura;;;
sirrosteste_UCS_AMV-21;2024-08;umidade;;;
sirrosteste_UCS_AMV-22;2024-08;eco2;1193.0;54.031;0.0
sirrosteste_UCS_AMV-22;2024-08;etvoc;2224.0;565.662;400.0
sirrosteste_UCS_AMV-22;2024-08;luminosidade;-1.0;-1.0;-1.0
sirrosteste_UCS_AMV-22;2024-08;ruido;114.8;82.957;47.8
sirrosteste_UCS_AMV-22;2024-08;temperatura;30.1;14.351;4.6
sirrosteste_UCS_AMV-22;2024-08;umidade;95.4;85.85;34.2
sirrosteste_UCS_AMV-23;2024-08;eco2;;;
sirrosteste_UCS_AMV-23;2024-08;etvoc;;;
sirrosteste_UCS_AMV-23;2024-08;luminosidade;;;
sirrosteste_UCS_AMV-23;2024-08;ruido;;;
sirrosteste_UCS_AMV-23;2024-08;temperatura;;;
sirrosteste_UCS_AMV-23;2024-08;umidade;;;
Bento - Igreja Cristo Rei (15);2024-09;eco2;;;
Bento - Igreja Cristo Rei (15);2024-09;etvoc;;;
Bento - Igreja Cristo Rei (15);2024-09;luminosidade;;;
Bento - Igreja Cristo Rei (15);2024-09;ruido;;;
Bento - Igreja Cristo Rei (15);2024-09;temperatura;;;
Bento - Igreja Cristo Rei (15);2024-09;umidade;;;
Bento - Igreja São Bento (18);2024-09;eco2;;;
Bento - Igreja São Bento (18);2024-09;etvoc;;;
Bento - Igreja São Bento (18);2024-09;luminosidade;;;
Bento - Igreja São Bento (18);2024-09;ruido;;;
Bento - Igreja São Bento (18);2024-09;temperatura;;;
Bento - Igreja São Bento (18);2024-09;umidade;;;
Bento - UPA Zona Sul (08);2024-09;eco2;;;
Bento - UPA Zona Sul (08);2024-09;etvoc;;;
Bento - UPA Zona Sul (08);2024-09;luminosidade;;;
Bento - UPA Zona Sul (08);2024-09;ruido;;;
Bento - UPA Zona Sul (08);2024-09;temperatura;;;
Bento - UPA Zona Sul (08);2024-09;umidade;;;
Canela - CIT (12);2024-09;eco2;;;
Canela - CIT (12);2024-09;etvoc;;;
Canela - CIT (12);2024-09;luminosidade;;;
Canela - CIT (12);2024-09;ruido;;;
Canela - CIT (12);2024-09;temperatura;;;
Canela - CIT (12);2024-09;umidade;;;
Canela - Distrito Industrial (14);2024-09;eco2;;;
Canela - Distrito Industrial (14);2024-09;etvoc;;;
Canela - Distrito Industrial (14);2024-09;luminosidade;;;
Canela - Distrito Industrial (14);2024-09;ruido;;;
Canela - Distrito Industrial (14);2024-09;temperatura;;;
Canela - Distrito Industrial (14);2024-09;umidade;;;
Caxias - Praça Dante (06);2024-09;eco2;;;
Caxias - Praça Dante (06);2024-09;etvoc;;;
Caxias - Praça Dante (06);2024-09;luminosidade;;;
Caxias - Praça Dante (06);2024-09;ruido;;;
Caxias - Praça Dante (06);2024-09;temperatura;;;
Caxias - Praça Dante (06);2024-09;umidade;;;
Caxias - UBS São José (05);2024-09;eco2;;;
Caxias - UBS São José (05);2024-09;etvoc;;;
Caxias - UBS São José (05);2024-09;luminosidade;;;
Caxias - UBS São José (05);2024-09;ruido;;;
Caxias - UBS São José (05);2024-09;temperatura;;;
Caxias - UBS São José (05);2024-09;umidade;;;
Gramado - Prefeitura (22);2024-09;eco2;;;
Gramado - Prefeitura (22);2024-09;etvoc;;;
Gramado - Prefeitura (22);2024-09;luminosidade;;;
Gramado - Prefeitura (22);2024-09;ruido;;;
Gramado - Prefeitura (22);2024-09;temperatura;;;
Gramado - Prefeitura (22);2024-09;umidade;;;
Sao Chico - Antiga Seplan (16);2024-09;eco2;;;
Sao Chico - Antiga Seplan (16);2024-09;etvoc;;;
Sao Chico - Antiga Seplan (16);2024-09;luminosidade;;;
Sao Chico - Antiga Seplan (16);2024-09;ruido;;;
Sao Chico - Antiga Seplan (16);2024-09;temperatura;;;
Sao Chico - Antiga Seplan (16);2024-09;umidade;;;
São Chico - Biblioteca Pública (20);2024-09;eco2;;;
São Chico - Biblioteca Pública (20);2024-09;etvoc;;;
São Chico - Biblioteca Pública (20);2024-09;luminosidade;;;
São Chico - Biblioteca Pública (20);2024-09;ruido;;;
São Chico - Biblioteca Pública (20);2024-09;temperatura;;;
São Chico - Biblioteca Pública (20);2024-09;umidade;;;
São Chico - Escola (21);2024-09;eco2;;;
São Chico - Escola (21);2024-09;etvoc;;;
São Chico - Escola (21);2024-09;luminosidade;;;
São Chico - Escola (21);2024-09;ruido;;;
São Chico - Escola (21);2024-09;temperatura;;;
São Chico - Escola (21);2024-09;umidade;;;
sirrosteste_UCS_AMV-01;2024-09;eco2;;;
sirrosteste_UCS_AMV-01;2024-09;etvoc;;;
sirrosteste_UCS_AMV-01;2024-09;luminosidade;;;
sirrosteste_UCS_AMV-01;2024-09;ruido;;;
sirrosteste_UCS_AMV-01;2024-09;temperatura;;;
sirrosteste_UCS_AMV-01;2024-09;umidade;;;
sirrosteste_UCS_AMV-04;2024-09;eco2;299.0;45.266;0.0
sirrosteste_UCS_AMV-04;2024-09;etvoc;1659.0;695.619;404.0
sirrosteste_UCS_AMV-04;2024-09;luminosidade;2231.0;12.158;0.0
sirrosteste_UCS_AMV-04;2024-09;ruido;104.1;84.611;54.7
sirrosteste_UCS_AMV-04;2024-09;temperatura;26.6;21.692;18.1
sirrosteste_UCS_AMV-04;2024-09;umidade;73.2;59.48;45.8
sirrosteste_UCS_AMV-05;2024-09;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-05;2024-09;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-05;2024-09;luminosidade;9218.6;598.995;0.0
sirrosteste_UCS_AMV-05;2024-09;ruido;120.0;72.971;49.4
sirrosteste_UCS_AMV-05;2024-09;temperatura;35.0;19.375;6.3
sirrosteste_UCS_AMV-05;2024-09;umidade;95.9;69.699;24.5
sirrosteste_UCS_AMV-06;2024-09;eco2;;;
sirrosteste_UCS_AMV-06;2024-09;etvoc;;;
sirrosteste_UCS_AMV-06;2024-09;luminosidade;;;
sirrosteste_UCS_AMV-06;2024-09;ruido;;;
sirrosteste_UCS_AMV-06;2024-09;temperatura;;;
sirrosteste_UCS_AMV-06;2024-09;umidade;;;
sirrosteste_UCS_AMV-07;2024-09;eco2;542.0;75.034;0.0
sirrosteste_UCS_AMV-07;2024-09;etvoc;1869.0;861.439;400.0
sirrosteste_UCS_AMV-07;2024-09;luminosidade;886.8;13.908;0.0
sirrosteste_UCS_AMV-07;2024-09;ruido;102.0;56.029;39.2
sirrosteste_UCS_AMV-07;2024-09;temperatura;27.3;21.582;17.8
sirrosteste_UCS_AMV-07;2024-09;umidade;71.5;58.551;44.5
sirrosteste_UCS_AMV-08;2024-09;eco2;0.0;0.0;0.0
sirrosteste_UCS_AMV-08;2024-09;etvoc;408.0;408.0;408.0
sirrosteste_UCS_AMV-08;2024-09;luminosidade;27306.2;1824.602;0.0
sirrosteste_UCS_AMV-08;2024-09;ruido;120.0;78.287;47.3
sirrosteste_UCS_AMV-08;2024-09;temperatura;34.0;18.971;6.0
sirrosteste_UCS_AMV-08;2024-09;umidade;97.9;72.117;29.3
sirrosteste_UCS_AMV-09;2024-09;eco2;;;
sirrosteste_UCS_AMV-09;2024-09;etvoc;;;
sirrosteste_UCS_AMV-09;2024-09;luminosidade;;;
sirrosteste_UCS_AMV-09;2024-09;ruido;;;
sirrosteste_UCS_AMV-09;2024-09;temperatura;;;
sirrosteste_UCS_AMV-09;2024-09;umidade;;;
sirrosteste_UCS_AMV-10;2024-09;eco2;20.0;15.505;0.0
sirrosteste_UCS_AMV-10;2024-09;etvoc;442.0;403.02;401.0
